Number Owned,Card Name,Premium,Set Number,Card Number
3,Vinepetal Creeper,Yes,7,55
4,Grodov's Favored,No,7,56
1,Grodov's Favored,Yes,7,56
4,Majestic Mandrake,No,7,57
2,Majestic Mandrake,Yes,7,57
4,"Merizo, Gladiator Hero",No,7,58
1,"Merizo, Gladiator Hero",Yes,7,58
5,Mountain Goliath,No,7,59
1,Mountain Goliath,Yes,7,59
4,Sol's Rest,No,7,60
4,Emblem of Kodosh,No,7,61
4,Draw Strength,No,7,62
1,Draw Strength,Yes,7,62
5,Ghostblade Outcast,No,7,63
4,Inflict Conscience,No,7,64
2,Inflict Conscience,Yes,7,64
4,Prancing Gryffyn,No,7,65
1,Prancing Gryffyn,Yes,7,65
4,Press the Advantage,No,7,66
3,"Shen-Ra, Unbreakable",No,7,67
4,Edict of Kodosh,No,7,68
4,"Hanaka, Loremaster",No,7,69
4,Kodosh Evangel,No,7,70
3,Kodosh Evangel,Yes,7,70
4,Lay Siege,No,7,71
4,Stand Strong,No,7,72
3,Stand Strong,Yes,7,72
4,Xultan Paladin,No,7,73
1,Xultan Paladin,Yes,7,73
4,Crowd Queller,No,7,74
6,Forgemark Scrivener,No,7,75
1,Forgemark Scrivener,Yes,7,75
4,Hexcaster,No,7,76
4,Nivia's Inquisitor,No,7,77
4,Oni Stalwart,No,7,78
4,Seasoned Drillmaster,No,7,79
4,Soothing Shortbeak,No,7,80
4,Storm of Feathers,No,7,81
1,Storm of Feathers,Yes,7,81
4,Cleansing Rain,No,7,82
3,Cleansing Rain,Yes,7,82
4,Mercy of Kodosh,No,7,84
5,Mistrust,No,7,85
2,Mistrust,Yes,7,85
6,Rent Seeker,No,7,86
2,Rent Seeker,Yes,7,86
5,Longtail Cavalry,No,7,87
3,Longtail Cavalry,Yes,7,87
3,Ageworn Vestige,No,7,88
4,Kodosh Sees All,No,7,89
2,Kodosh Sees All,Yes,7,89
4,Soulflame Rider,No,7,90
4,Emblem of Linrei,No,7,91
4,Icy Gaze,No,7,92
1,Icy Gaze,Yes,7,92
5,Snowstorm Druid,No,7,93
1,Snowstorm Druid,Yes,7,93
4,"Socrato, Furyheart",No,7,94
4,Edict of Linrei,No,7,95
6,Linrei Evangel,No,7,96
5,Numbing Cold,No,7,97
4,Numbing Cold,Yes,7,97
4,Pokpok's Slingshot,No,7,98
1,Pokpok's Slingshot,Yes,7,98
5,Skywatch Zealot,No,7,99
1,Skywatch Zealot,Yes,7,99
4,Yeti Gryffyn Rider,No,7,100
1,Yeti Gryffyn Rider,Yes,7,100
4,Brutish Interloper,No,7,101
1,Brutish Interloper,Yes,7,101
4,Cruelty,No,7,102
5,Greed's Reward,No,7,103
2,Greed's Reward,Yes,7,103
4,Rainfall Accord,No,7,104
3,Rainfall Accord,Yes,7,104
4,Thunderclaw Raven,No,7,105
4,Thunderclaw Raven,Yes,7,105
4,Tidecaller,No,7,106
3,Tidecaller,Yes,7,106
1,"Blitrok, Linrei's Listener",No,7,107
4,Daring Gryffyn,No,7,108
2,Daring Gryffyn,Yes,7,108
4,Fearstoker Raven,No,7,109
2,Fearstoker Raven,Yes,7,109
4,Inspired Prank,No,7,110
5,Reverberating Strike,No,7,111
3,Reverberating Strike,Yes,7,111
4,Tidal Forces,No,7,112
4,Yeti Traditionalist,No,7,113
1,Yeti Traditionalist,Yes,7,113
4,Greenstretch Empath,No,7,114
1,Greenstretch Empath,Yes,7,114
4,Prodigious Sorcery,No,7,115
2,Burr-Spore Fern,No,7,116
3,Flight of Makkar,No,7,117
4,Skyhorror Draconus,No,7,118
4,Realitybreaker,No,7,119
6,Rosebloom Mandrake,No,7,120
1,Rosebloom Mandrake,Yes,7,120
4,Emblem of Makkar,No,7,121
4,Bloodseeker,No,7,122
4,Edict of Makkar,No,7,123
4,Faceless One,No,7,124
2,Faceless One,Yes,7,124
5,Fervent Siphoner,No,7,125
3,Fervent Siphoner,Yes,7,125
5,Immortalize,No,7,126
4,Makkar Evangel,No,7,127
1,Makkar Evangel,Yes,7,127
5,Malaise,No,7,128
4,Malaise,Yes,7,128
4,Reconnaissance,No,7,129
2,Reconnaissance,Yes,7,129
5,Smokedancer,No,7,130
1,Smokedancer,Yes,7,130
4,Unkindness,No,7,131
5,Calamity Oracle,No,7,132
1,Calamity Oracle,Yes,7,132
4,Lethrai Dead Drop,No,7,133
4,Makkar's Bloodwolf,No,7,134
2,Makkar's Bloodwolf,Yes,7,134
4,Spectral Scythe,No,7,135
4,Sunset Priest,No,7,136
2,Sunset Priest,Yes,7,136
5,Torture,No,7,137
1,Torture,Yes,7,137
4,Vile Collaborator,No,7,138
1,Vile Collaborator,Yes,7,138
4,Waylay,No,7,139
4,Befoul,No,7,140
1,Befoul,Yes,7,140
4,Blood of Makkar,No,7,141
4,Dread Hellkite,No,7,142
1,Dread Hellkite,Yes,7,142
5,Fell Ritual,No,7,143
1,"Incarnus, Makkar's Listener",No,7,144
7,Marsh Dragon,No,7,145
2,Marsh Dragon,Yes,7,145
1,"Karvet, Solar Dragon",No,7,146
4,Banewulf,No,7,147
2,Banewulf,Yes,7,147
4,"Eremot, Death Incarnate",No,7,148
4,Noxious Wyvarch,No,7,149
1,Noxious Wyvarch,Yes,7,149
1,Vicious Rejuvenation,No,7,150
4,Kairos' Choice,No,7,151
4,"Ramba, Arena Showman",No,7,152
4,Cheering Section,No,7,153
4,Champion Grappler,No,7,154
1,Champion Grappler,Yes,7,154
3,"Kairos, Grand Champion",No,7,155
4,Rakano Insignia,No,7,156
7,Rakano Insignia,No,7,156
2,Rakano Insignia,Yes,7,156
4,Rakano Insignia,Yes,7,156
4,Acclaimed Artisan,No,7,157
1,Acclaimed Artisan,Yes,7,157
4,Rujin's Choice,No,7,158
2,Rujin's Choice,Yes,7,158
4,Conspicuous Traveler,No,7,159
1,Conspicuous Traveler,Yes,7,159
4,Gatekeeper's Halberd,No,7,160
2,"Rujin, Conflict Within",No,7,161
4,Skycrag Insignia,No,7,162
4,Skycrag Insignia,No,7,162
4,Skycrag Insignia,Yes,7,162
1,Skycrag Insignia,Yes,7,162
4,Geminon's Choice,No,7,163
2,Geminon's Choice,Yes,7,163
6,Wizened Crone,No,7,164
2,Wizened Crone,Yes,7,164
4,Blood-Sun Staff,No,7,165
4,Geminon's Berserker,No,7,166
4,"Geminon, the Double Helix",No,7,167
5,Voprex's Choice,No,7,168
4,Cremate,No,7,169
4,Cinder Dragon,No,7,170
2,Cinder Dragon,Yes,7,170
4,Cruel Wyvarch,No,7,171
1,"Voprex, Hope's End",No,7,172
4,Aamri's Choice,No,7,173
4,Intrepid Longhorn,No,7,174
4,Intrepid Longhorn,Yes,7,174
4,Qirin Ascendant,No,7,175
4,Shen-Ra Speaks,No,7,176
3,"Aamri, Dragonbane",No,7,177
4,Elysian Insignia,No,7,178
4,Elysian Insignia,No,7,178
4,Elysian Insignia,Yes,7,178
4,Sodi's Choice,No,7,179
1,Sodi's Choice,Yes,7,179
4,Sodi's Spellshaper,No,7,180
4,Wanderlust Qirin,No,7,181
4,Sodi the Metamorph,No,7,182
4,Ila & Mizo,No,7,183
4,Ila & Mizo,No,7,183
4,Xenan Insignia,No,7,184
4,Xenan Insignia,No,7,184
2,Xenan Insignia,Yes,7,184
4,Xenan Insignia,Yes,7,184
4,Nahid's Faithful,No,7,185
2,Nahid's Faithful,Yes,7,185
4,Worthy Cause,No,7,186
5,Nahid's Choice,No,7,187
1,Nahid's Choice,Yes,7,187
4,"Zhen-Zu, Hand of Nahid",No,7,188
3,"Nahid, the Immortal",No,7,189
4,Electrostatic Distortion,No,7,190
4,Parul's Choice,No,7,191
4,Misery Walker,No,7,192
2,Misery Walker,Yes,7,192
4,Forbidden-Rider Outcast,No,7,193
1,Forbidden-Rider Outcast,Yes,7,193
2,"Parul, Sealkeeper",No,7,194
4,Argenport Insignia,No,7,195
4,Argenport Insignia,No,7,195
4,Argenport Insignia,Yes,7,195
1,Argenport Insignia,Yes,7,195
4,Eloz's Choice,No,7,196
4,Eloz's Elite,No,7,197
1,Eloz's Elite,Yes,7,197
4,Cast into Shadow,No,7,198
4,"Nivia, Most Devoted",No,7,199
4,"Eloz, Martial Scholar",No,7,200
4,Conservatory Alchemist,No,7,201
4,Felrauk's Choice,No,7,202
2,Felrauk's Choice,Yes,7,202
4,Wretched Raven,No,7,203
1,Wretched Raven,Yes,7,203
4,Kindo Shadowstep,No,7,204
4,Felrauk the Outcast,No,7,205
2,Xulta Arcanum,No,7,206
4,Profane Nexus,No,7,207
1,Den of Ordeals,No,7,208
4,Bastion of the Dawn,No,7,209
1,Outcast Fortress,No,7,210
4,Ancient Manual,No,7,211
1,Ancient Manual,Yes,7,211
4,Sacred Seal,No,7,212
4,"Varret, Hero-in-Training",No,7,213
4,Sword of Judgement,No,7,214
1,Sword of Judgement,Yes,7,214
1,"Verro, Banished Inquisitor",No,7,320
4,"Verro, Banished Inquisitor",Yes,7,320
4,Dracowitch Razca,No,7,321
4,"Yorja, the Tale Keeper",No,7,322
4,The Merriest Mandrake,No,7,323
4,Blazing Salvo,No,8,1
4,Furyblade,No,8,2
4,"Kazuo, Melee Virtuoso",No,8,3
5,Kindling Carver,No,8,4
2,Kindling Carver,Yes,8,4
4,Ruinous Burst,No,8,5
4,Covetous Stranger,No,8,6
1,Covetous Stranger,Yes,8,6
4,"Kato, Arena Herald",No,8,7
4,Sear,No,8,8
1,Sear,Yes,8,8
5,Soldrain Smithing,No,8,9
4,Soldrain Smithing,Yes,8,9
4,Tota Pioneer,No,8,10
4,Volatility,No,8,11
5,Yeti Cookmaster,No,8,12
2,Yeti Cookmaster,Yes,8,12
5,Assault Shield,No,8,13
2,Assault Shield,Yes,8,13
4,Burningcore Drake,No,8,14
1,Burningcore Drake,Yes,8,14
4,Markmaker,No,8,15
4,Fire Conjuring,No,8,16
1,Fire Conjuring,Yes,8,16
4,Shavka's Stranger,No,8,17
4,Shavka's Lute,No,8,18
4,Touch of Force,No,8,19
4,Bladecrafter,No,8,20
4,Tattoo Dragon,No,8,21
5,Dancing Flame,No,8,22
2,Dancing Flame,Yes,8,22
5,Inferno Zealot,No,8,23
3,Inferno Zealot,Yes,8,23
4,Thunder of Wings,No,8,24
4,"Midias, Leyline Dragon",No,8,25
4,Stonepowder Bomber,No,8,26
3,Stonepowder Bomber,Yes,8,26
4,Shugo's Hooked Sword,No,8,27
4,Hammerhand,No,8,28
2,Shavka's Embrace,No,8,29
1,Alluring Qirin,No,8,30
5,Calibrate,No,8,31
3,Calibrate,Yes,8,31
4,Crack the Earth,No,8,32
1,Crack the Earth,Yes,8,32
4,Pause for Reflection,No,8,33
4,Precision Plunge,No,8,34
3,Precision Plunge,Yes,8,34
4,Shield of the Line,No,8,35
4,Sky Worshipper,No,8,36
2,Sky Worshipper,Yes,8,36
4,Inner-Peace Ascendant,No,8,37
1,Inner-Peace Ascendant,Yes,8,37
4,Lurking Raptors,No,8,38
1,Lurking Raptors,Yes,8,38
4,Magnificent Stranger,No,8,39
4,Magnificent Stranger,Yes,8,39
4,Platinum Qirin,No,8,40
4,Platinum Qirin,Yes,8,40
4,Shardbinder,No,8,41
1,Shardbinder,Yes,8,41
4,Touch of Battle,No,8,42
1,Touch of Battle,Yes,8,42
5,Gravewatch Ancestor,No,8,43
1,Gravewatch Ancestor,Yes,8,43
5,Earth Conjuring,No,8,44
5,Humbug Nest,No,8,45
1,Humbug Nest,Yes,8,45
5,Rectifier,No,8,46
4,Tota Circle,No,8,47
5,Turn Back Time,No,8,48
4,Turn Back Time,Yes,8,48
4,Waystone Gate,No,8,49
1,Waystone Gate,Yes,8,49
4,Ancestral Oasis,No,8,50
4,Arcane Restraint,No,8,51
1,Arcane Restraint,Yes,8,51
4,Gentle Grazer,No,8,52
4,Grodov's Burden,No,8,53
4,Grodov's Stranger,No,8,54
4,Nahid's Distillation,No,8,55
4,Sunset Enforcer,No,8,56
1,Sunset Enforcer,Yes,8,56
4,Bhodi & Rox,No,8,57
4,Corpsebloom,No,8,58
1,Corpsebloom,Yes,8,58
4,Deafening Word,No,8,59
4,Ensnare,No,8,60
4,Fearless Crescendo,No,8,61
3,"Eloz, Nightmare General",No,8,62
5,Monument Curator,No,8,63
1,Monument Curator,Yes,8,63
4,Outcast Elite,No,8,64
1,Outcast Elite,Yes,8,64
6,Siege Provisions,No,8,65
2,Siege Provisions,Yes,8,65
5,Steely Stranger,No,8,66
3,Steely Stranger,Yes,8,66
4,Timidity,No,8,67
1,Timidity,Yes,8,67
5,Touch of Purity,No,8,68
1,Touch of Purity,Yes,8,68
4,Willbreaker,No,8,69
2,Willbreaker,Yes,8,69
4,Jadehorn,No,8,70
3,Kodosh's Stranger,No,8,71
1,Kodosh's Stranger,Yes,8,71
2,Kodosh's Armor,No,8,72
4,Wind Conjuring,No,8,73
1,Wind Conjuring,Yes,8,73
4,Master's Blade,No,8,74
4,Resounding Shockwave,No,8,75
1,Resounding Shockwave,Yes,8,75
5,Sky King Storyteller,No,8,76
4,Xulta Exile,No,8,77
4,Divebomb,No,8,78
1,Divebomb,Yes,8,78
5,Promising Pupil,No,8,79
1,Promising Pupil,Yes,8,79
4,Purgedriver,No,8,80
5,Xultan Arbalest,No,8,81
1,Xultan Arbalest,Yes,8,81
4,Emerald Maw,No,8,82
6,Enchanted Platemail,No,8,83
5,Rageheart Paladin,No,8,84
4,Rageheart Paladin,Yes,8,84
1,"Camoni, Dusk Rider",No,8,85
4,Mithril Paladin,No,8,86
1,Mithril Paladin,Yes,8,86
4,Restrained Action,No,8,87
5,Nesting Raven,No,8,88
2,Nesting Raven,Yes,8,88
4,Transpose,No,8,89
4,Bookclub Yeti,No,8,90
4,Bookclub Yeti,Yes,8,90
4,Formbend,No,8,91
4,Provoke the Dragons,No,8,92
4,Spellstorm Stranger,No,8,93
1,Spellstorm Stranger,Yes,8,93
4,Biting Winds,No,8,94
1,Biting Winds,Yes,8,94
4,Bottled Storm,No,8,95
1,Bottled Storm,Yes,8,95
4,Forlorn Gryffyn,No,8,96
4,Highsky Lookout,No,8,97
1,Highsky Lookout,Yes,8,97
4,Water Conjuring,No,8,98
4,Overlook Spotter,No,8,99
2,Overlook Spotter,Yes,8,99
4,Static Discharge,No,8,100
4,Static Discharge,Yes,8,100
4,Touch of Wild,No,8,101
2,Touch of Wild,Yes,8,101
4,Brood of Eremot,No,8,102
1,Brood of Eremot,Yes,8,102
4,Brutal Frostlord,No,8,103
1,Brutal Frostlord,Yes,8,103
4,Linrei's Codex,No,8,104
4,Plagued Gryffyn,No,8,105
1,Plagued Gryffyn,Yes,8,105
4,Runemarker,No,8,106
3,Runemarker,Yes,8,106
4,"Uelo, Sky Tactician",No,8,107
4,Double Helix Drake,No,8,108
4,Linrei's Stranger,No,8,109
4,Savage Incursion,No,8,110
4,Tainted Mark,No,8,111
3,Tainted Mark,Yes,8,111
4,Abyssal Scrying,No,8,112
5,Frostbite Chrysalis,No,8,113
1,Frostbite Chrysalis,Yes,8,113
4,Linrei's Kiss,No,8,114
1,Linrei's Kiss,Yes,8,114
4,Solar Blast,No,8,115
1,Vernal Mandrake,No,8,116
1,Vernal Mandrake,Yes,8,116
4,Condemn,No,8,117
4,Contaminating Ritual,No,8,118
2,Contaminating Ritual,Yes,8,118
4,Entranced Cultist,No,8,119
1,Entranced Cultist,Yes,8,119
4,Urgent Missive,No,8,120
1,Urgent Missive,Yes,8,120
4,"Damara, Deft Saboteur",No,8,121
5,Defile,No,8,122
1,Defile,Yes,8,122
4,Makkar's Quiver,No,8,123
4,Switchblade Deadeye,No,8,124
4,Switchblade Deadeye,Yes,8,124
4,Touch of Resilience,No,8,125
5,Two-Face,No,8,126
1,Two-Face,Yes,8,126
4,Fanatical Stranger,No,8,127
6,Felrauk's Infiltrator,No,8,128
3,Felrauk's Infiltrator,Yes,8,128
4,Flamebathe Reformation,No,8,129
4,Bloodwolf,No,8,130
4,Pack Conjuring,No,8,131
1,Pack Conjuring,Yes,8,131
4,Skeletal Dragon,No,8,132
4,Skeletal Dragon,Yes,8,132
4,Triumphant Return,No,8,133
1,Triumphant Return,Yes,8,133
4,Unseen Longbow,No,8,134
4,Darkmask Stalker,No,8,135
5,Succumb,No,8,136
4,Feartracker,No,8,137
2,Feartracker,Yes,8,137
4,Induce Madness,No,8,138
1,Induce Madness,Yes,8,138
4,"Karvet, Redeemed",No,8,139
4,Makkar's Stranger,No,8,140
1,Makkar's Stranger,Yes,8,140
4,Mysterious Waystone,No,8,141
2,Mysterious Waystone,Yes,8,141
4,Aurapiercer,No,8,142
4,Dark Betrayal,No,8,143
4,Pale Rider's Timepiece,No,8,144
4,Spore-Spitter,No,8,145
3,Spore-Spitter,Yes,8,145
4,Strange Gladiator,No,8,146
4,Victor's Feast,No,8,147
4,Unlock the Vault,No,8,148
4,Keeper's Shield,No,8,149
1,Keeper's Shield,Yes,8,149
4,Strange Blacksmith,No,8,150
1,Strange Blacksmith,Yes,8,150
4,Hammer of Glory,No,8,151
4,Spellbound Vestige,No,8,152
1,Spellbound Vestige,Yes,8,152
4,"Acedonis, Untainted",No,8,153
1,"Acedonis, Untainted",Yes,8,153
4,Strange Tracker,No,8,154
4,Shrine to Karvet,No,8,155
4,Strange Burglar,No,8,156
5,Premature Burial,No,8,157
1,Premature Burial,Yes,8,157
4,Hammer of Unity,No,8,158
4,Pillar of Progress,No,8,159
4,Strange Duelist,No,8,160
6,Majestic Skies,No,8,161
4,Strange Sorcerer,No,8,162
4,"Albon, Fallen",No,8,163
4,Endless Nightmare,No,8,164
4,Strange Navigator,No,8,165
1,Strange Navigator,Yes,8,165
4,Eremot's Machinations,No,8,166
1,Eremot's Machinations,Yes,8,166
4,Strange Rider,No,8,167
4,"Yojimba, Ghostblade",No,8,168
4,Dying Sun Tapestry,No,8,169
4,Reborn Master,No,8,170
1,Reborn Master,Yes,8,170
4,Strange Ally,No,8,171
4,Unseen Execution,No,8,172
5,Essence Feast,No,8,173
1,Essence Feast,Yes,8,173
4,Strange Broker,No,8,174
4,Darktalon Wyvarch,No,8,175
1,Darktalon Wyvarch,Yes,8,175
4,Token of Creation,No,8,176
2,Token of Creation,Yes,8,176
4,Creation Chant,No,8,177
1,Creation Chant,Yes,8,177
4,Display of Creation,No,8,178
1,"Naoki, Valiant Warrior",No,8,179
4,Edge of Prophecy,No,8,180
5,Token of Destruction,No,8,181
1,Token of Destruction,Yes,8,181
4,Destruction Chant,No,8,182
4,Display of Destruction,No,8,183
1,Display of Destruction,Yes,8,183
2,"Dova, the Fearmonger",No,8,184
4,Awakened Gorger,No,8,185
4,Token of Menace,No,8,186
4,Token of Menace,Yes,8,186
4,Menace Chant,No,8,187
5,Display of Menace,No,8,188
4,Display of Menace,Yes,8,188
4,Skylord Tolek,No,8,189
3,Skylord Tolek,No,8,189
5,Razorpain Hellkite,No,8,190
4,Token of Purpose,No,8,191
1,Token of Purpose,Yes,8,191
4,Purpose Chant,No,8,192
1,Purpose Chant,Yes,8,192
4,Display of Purpose,No,8,193
1,Display of Purpose,Yes,8,193
4,"Zadia, Revered Outcast",No,8,194
5,Agent of Purpose,No,8,195
5,Token of Tradition,No,8,196
1,Token of Tradition,Yes,8,196
4,Tradition Chant,No,8,197
1,Tradition Chant,Yes,8,197
4,Display of Tradition,No,8,198
1,Display of Tradition,Yes,8,198
4,Sorcerer's Wand,No,8,199
1,Sorcerer's Wand,Yes,8,199
2,"Wren, Traditionalist",No,8,200
5,Rage,No,8,201
2,Rage,Yes,8,201
4,Unfamiliar Interloper,No,8,202
4,Unfamiliar Interloper,Yes,8,202
4,Unity Within,No,8,203
4,Traver's Farm,No,8,324
4,Traver's Farm,Yes,8,324
4,Lastlight Judgement,No,8,325
4,"Gerrit, Throne Guardian",No,8,326
4,"Gerrit, Throne Guardian",Yes,8,326
4,"Eremot, Mindsplinter",No,8,327
4,"Eremot, Mindsplinter",Yes,8,327
4,"Daraka, Loyal Guardian",No,8,328
4,"Daraka, Loyal Guardian",Yes,8,328
4,Fire Symbol,No,9,1
2,Fire Symbol,Yes,9,1
4,Badlands Survivalist,No,9,2
4,Chemical Rounds,No,9,3
2,Chemical Rounds,Yes,9,3
4,Eager Deputy,No,9,4
1,Eager Deputy,Yes,9,4
4,Fire Etchings,No,9,5
2,Fire Etchings,Yes,9,5
4,From Within,No,9,6
4,Gleeful Firebrand,No,9,7
1,Gleeful Firebrand,Yes,9,7
4,Darkblade Cutpurse,No,9,8
4,Flameheart Patroller,No,9,9
4,Flameheart Patroller,Yes,9,9
5,Overheating Minibot,No,9,10
2,Overheating Minibot,Yes,9,10
4,Relentless Pursuit,No,9,11
3,Relentless Pursuit,Yes,9,11
5,Volatile Grenadin,No,9,12
4,Begin Anew,No,9,13
4,Corrosive Dagger,No,9,14
1,Corrosive Dagger,Yes,9,14
4,"Ijin, Walking Armory",No,9,15
4,Mightweaver,No,9,16
4,Redmask Warrior,No,9,17
6,Rust Machine,No,9,18
1,Rust Machine,Yes,9,18
5,Pillage,No,9,19
1,Pillage,Yes,9,19
4,Slagfury Berserker,No,9,20
2,Slagfury Berserker,Yes,9,20
4,Steamrider,No,9,21
2,Steamrider,Yes,9,21
3,"Vadius, Proud Duelist",No,9,22
4,"Ferno, Rageborn",No,9,23
2,"Ferno, Rageborn",Yes,9,23
4,Moment of Triumph,No,9,24
1,Moment of Triumph,Yes,9,24
4,Oni Battledriver,No,9,25
4,Siege Train,No,9,26
4,Siege Train,Yes,9,26
4,Trailtorch Cinderpaw,No,9,27
2,Trailtorch Cinderpaw,Yes,9,27
4,Darkfyre,No,9,28
2,Darkfyre,Yes,9,28
4,Grizzled Quickshot,No,9,29
1,Grizzled Quickshot,Yes,9,29
4,Valley of the Ancients,No,9,30
4,Armed and Dangerous,No,9,31
4,Lord Ragnar,No,9,32
2,Lord Ragnar,Yes,9,32
4,Arcanum Battery,No,9,34
2,Dracoshaman Circlet,No,9,35
1,Dracoshaman Circlet,Yes,9,35
4,Zaxo Leviathan,No,9,36
4,Time Symbol,No,9,37
3,Time Symbol,Yes,9,37
4,Desperate Courier,No,9,38
1,Desperate Courier,Yes,9,38
4,Forget,No,9,39
4,Forget,Yes,9,39
4,From Below,No,9,40
4,Monk Innervator,No,9,41
1,Monk Innervator,Yes,9,41
4,Time Etchings,No,9,42
1,Time Etchings,Yes,9,42
4,Wildgrowth Druid,No,9,43
4,Ancient Machinist,No,9,44
6,Apprentice Mage,No,9,45
1,Apprentice Mage,Yes,9,45
4,Desert Alchemist,No,9,46
4,Desert Alchemist,No,9,46
4,Desert Alchemist,Yes,9,46
4,Feral Mandrake,No,9,47
1,Feral Mandrake,Yes,9,47
4,Inspiring Captain,No,9,48
5,Dunediver,No,9,49
2,Dunediver,Yes,9,49
4,Land's Edge,No,9,50
1,Land's Edge,Yes,9,50
4,Master Conjurer,No,9,51
4,Rebuild,No,9,52
5,Sand Tornado,No,9,53
1,Sand Tornado,Yes,9,53
4,Worldly Cleric,No,9,54
1,Worldly Cleric,Yes,9,54
4,Blurhaze Wurm,No,9,55
2,Blurhaze Wurm,Yes,9,55
4,Brightling,No,9,56
1,Brightling,Yes,9,56
4,Leyline Tracer,No,9,57
2,Leyline Tracer,Yes,9,57
4,Ubsat the Savior,No,9,58
5,Battery Mage,No,9,59
3,Battery Mage,Yes,9,59
4,Delay,No,9,60
4,Lumen Defense,No,9,62
4,Sage of Sands,No,9,63
4,Seed of Creation,No,9,64
2,Seed of Creation,Yes,9,64
4,Silent Hysteria,No,9,65
1,Silent Hysteria,Yes,9,65
4,Disappear,No,9,66
4,Reality Snap,No,9,67
4,Reality Snap,Yes,9,67
4,Shadowlands Wanderer,No,9,68
4,"Touvon, Skybreak Giant",No,9,69
6,Hunting Allosaur,No,9,70
1,Hunting Allosaur,Yes,9,70
2,"Talir, Timeless",No,9,71
4,Omenscar Wurm,No,9,72
7,Justice Symbol,No,9,73
1,Justice Symbol,Yes,9,73
4,Bring to Justice,No,9,74
1,Bring to Justice,Yes,9,74
4,Bouldergate Guard,No,9,75
3,Bouldergate Guard,Yes,9,75
5,Bubble Shield,No,9,76
5,Crown Patroller,No,9,77
2,Crown Patroller,Yes,9,77
4,From Anguish,No,9,78
4,Justice Etchings,No,9,79
1,Justice Etchings,Yes,9,79
4,Noble Protector,No,9,80
1,Noble Protector,Yes,9,80
4,Trickshot Ruffian,No,9,81
1,Trickshot Ruffian,Yes,9,81
4,Audacious Ruse,No,9,82
1,Audacious Ruse,Yes,9,82
4,Badge of Honor,No,9,83
4,Chainwhip Bludgeoner,No,9,84
4,Chainwhip Bludgeoner,Yes,9,84
5,Greenstone Officer,No,9,85
1,Greenstone Officer,Yes,9,85
4,Solemn Clergy,No,9,86
1,Solemn Clergy,Yes,9,86
4,Caravan Guard,No,9,87
2,Caravan Guard,Yes,9,87
4,Enter the Monastery,No,9,88
4,Equalize,No,9,89
5,Frontline Volunteer,No,9,90
4,Inspiring Leadership,No,9,91
4,"Oskar, Chief Tinker",No,9,92
1,"Oskar, Chief Tinker",Yes,9,92
4,Silvercrest Purifier,No,9,93
4,Siphoner Paladin,No,9,94
2,Siphoner Paladin,Yes,9,94
5,Auric Official,No,9,95
1,Auric Official,Yes,9,95
4,Camouflaged Musket,No,9,96
1,Camouflaged Musket,Yes,9,96
4,Emerald Crafter,No,9,97
4,"Telut, the Iron Gate",No,9,98
2,Gates of Hope,No,9,99
4,Nightwatch Broadsword,No,9,100
4,"Tavrod, Auric Financier",No,9,101
4,Unbreakable Tradition,No,9,102
2,Unbreakable Tradition,Yes,9,102
4,Sabre of Progress,No,9,103
1,Sabre of Progress,Yes,9,103
4,Smogwing Tinker,No,9,104
1,Smogwing Tinker,Yes,9,104
4,"Svetya, Lightbringer",No,9,105
4,Massive Greatsword,No,9,106
1,Massive Greatsword,Yes,9,106
1,"Rolant, Merciless",No,9,107
3,"Makto, Valorous Savior",No,9,108
5,Primal Symbol,No,9,109
5,Cloudsnake Mount,No,9,110
1,Cloudsnake Mount,Yes,9,110
4,From Elements,No,9,111
4,Primal Etchings,No,9,112
5,Reflection,No,9,113
3,Reflection,Yes,9,113
5,Shatter,No,9,114
1,Shatter,Yes,9,114
4,Shifting Illusion,No,9,115
2,Shifting Illusion,Yes,9,115
5,Cheerful Shepherd,No,9,116
2,Cheerful Shepherd,Yes,9,116
4,Frost,No,9,117
1,Frost,Yes,9,117
4,Frostbite Elemental,No,9,118
1,Frostbite Elemental,Yes,9,118
4,Maveloft Huntress,No,9,119
4,Reshape,No,9,120
4,Sky Serpent,No,9,121
2,Sky Serpent,Yes,9,121
4,Steam Blast,No,9,122
2,Steam Blast,Yes,9,122
4,Terrazon Echo,No,9,123
1,Terrazon Echo,Yes,9,123
5,Valiant Leap,No,9,124
1,Valiant Leap,Yes,9,124
6,Valley-Clan Sage,No,9,125
1,Valley-Clan Sage,Yes,9,125
4,Mobilization,No,9,126
1,Mobilization,Yes,9,126
4,Natural Order,No,9,127
2,Natural Order,Yes,9,127
4,Shared Vision,No,9,128
4,Steam Sprite,No,9,129
5,Yeti Taunt Patrol,No,9,130
4,Yeti Taunt Patrol,Yes,9,130
4,Acrid Scorpion,No,9,131
4,Forbidden Research,No,9,132
5,Hearty Warrior,No,9,133
4,Learned Imitator,No,9,134
5,Stealth Strike,No,9,135
4,"Helio, the Skywinder",No,9,136
4,Jotun Bonebreaker,No,9,137
5,Spellbound Ursine,No,9,138
1,Spellbound Ursine,Yes,9,138
4,Vengeful Flight,No,9,139
4,Ancient Serpent,No,9,140
6,Storm Prowler,No,9,141
1,Storm Prowler,Yes,9,141
2,"Eilyn, Fearless",No,9,142
3,Powerstone Compass,No,9,143
4,Jotun Iceslinger,No,9,144
2,Jotun Iceslinger,Yes,9,144
4,Shadow Symbol,No,9,145
4,Shadow Symbol,Yes,9,145
